time,actual,predicted
2021-05-01 11:35:00,-0.832121547870567,-0.8300871182274842
2021-05-01 11:40:00,-0.7606123727120013,-0.7554379427567165
2021-05-01 11:45:00,-0.783806481347561,-0.7999436184365459
2021-05-01 11:50:00,-0.8024908128784415,-0.7976264301543688
2021-05-01 11:55:00,-0.7071253442709918,-0.6789788867762946
2021-05-01 12:00:00,-0.6949766954314571,-0.6956098299032784
2021-05-01 12:05:00,-0.6464981181092594,-0.6301438822196724
2021-05-01 12:10:00,-0.6457708003634769,-0.6457706619009992
2021-05-01 12:15:00,-0.5983635240866062,-0.6006155759725994
2021-05-01 12:20:00,-0.5980921368680306,-0.5904492373074414
2021-05-01 12:25:00,-0.4969562975256182,-0.4964626347359649
2021-05-01 12:30:00,-0.4406990840509986,-0.428918369627811
2021-05-01 12:35:00,-0.4894748303775366,-0.5041854483397424
2021-05-01 12:40:00,-0.3361905800497385,-0.367306358993576
2021-05-01 12:45:00,-0.3103158441626987,-0.3199935294260309
2021-05-01 12:50:00,-0.2995621256266423,-0.3095290586963438
2021-05-01 12:55:00,-0.3026973264692364,-0.296111378843309
2021-05-01 13:00:00,-0.141918039632428,-0.1498598006705857
2021-05-01 13:05:00,-0.1219459757494065,-0.1355286686048226
2021-05-01 13:10:00,-0.1429072460441359,-0.159669730463977
2021-05-01 13:15:00,-0.174595096153064,-0.1719740513119087
2021-05-01 13:20:00,-0.055901860704906,-0.0488815610165171
2021-05-01 13:25:00,0.0617363569310394,0.0337507573534002
2021-05-01 13:30:00,0.0148881383244343,0.0076763713912531
2021-05-01 13:35:00,0.0445304072733492,0.0454863568900781
2021-05-01 13:40:00,0.1659748306498169,0.1633019846763635
2021-05-01 13:45:00,0.2303974070633284,0.2163894537816849
2021-05-01 13:50:00,0.257738990866769,0.2414920697681827
2021-05-01 13:55:00,0.2957420215519503,0.2863678956682042
2021-05-01 14:00:00,0.2526077370315517,0.266892311947854
2021-05-01 14:05:00,0.3510683768668557,0.3638779959778139
2021-05-01 14:10:00,0.4439900035710326,0.4371167553258009
2021-05-01 14:15:00,0.3728214193717792,0.3840922587823433
2021-05-01 14:20:00,0.4162406604716822,0.4202638447314347
2021-05-01 14:25:00,0.6932849456184439,0.6701683806691653
2021-05-01 14:30:00,0.3586095492030239,0.3574032224926758
2021-05-01 14:35:00,0.4225809443656536,0.471907948442149
2021-05-01 14:40:00,0.5242269916789881,0.5416580117962985
2021-05-01 14:45:00,0.7102642869486234,0.6946231318993886
2021-05-01 14:50:00,0.4039780290003458,0.4237669666829878
2021-05-01 14:55:00,0.6040684329158698,0.6361114270580946
2021-05-01 15:00:00,0.6325640908663029,0.6333522952464227
2021-05-01 15:05:00,0.5293745287473199,0.53302652851954
2021-05-01 15:10:00,0.4455647279068173,0.446051363124352
2021-05-01 15:15:00,0.6112459463791466,0.5964564893711758
2021-05-01 15:20:00,0.6933826450171311,0.6891819327830125
2021-05-01 15:25:00,0.3633255805938206,0.3161878071462615
2021-05-01 15:30:00,0.5494537905816788,0.5695484623195716
2021-05-01 15:35:00,0.4356441681317879,0.43663796143147
2021-05-01 15:40:00,0.4952340166505152,0.4856450276207033
2021-05-01 15:45:00,0.4026672287346258,0.3792609390332563
2021-05-01 15:50:00,0.4588118165135365,0.4719463255296977
2021-05-01 15:55:00,0.5200957997442217,0.5065825139986918
2021-05-01 16:00:00,0.4814014101197192,0.4582852375859237
2021-05-01 16:05:00,0.3499407629736743,0.3468665698590575
2021-05-01 16:10:00,0.2785781369131394,0.2703020816966818
2021-05-01 16:15:00,0.2800232738520543,0.2811609215582938
2021-05-01 16:20:00,0.2093784669846517,0.2111718370586549
2021-05-01 16:25:00,0.3248293036388783,0.3421724933254472
2021-05-01 16:30:00,0.0902062330957079,0.0938944127798867
2021-05-01 16:35:00,0.2433317219006393,0.2738491976674003
2021-05-01 16:40:00,0.031189011608175,0.0306108506526333
2021-05-01 16:45:00,0.0872535401576059,0.0864534816413969
2021-05-01 16:50:00,-0.0517238544749354,-0.0542202187554631
2021-05-01 16:55:00,-0.0532307320060761,-0.055068936744251
2021-05-01 17:00:00,-0.0149963437170592,-0.0100399952266935
2021-05-01 17:05:00,0.0350209991344618,0.0236059227933627
2021-05-01 17:10:00,-0.010669074516872,-0.0255567195211507
2021-05-01 17:15:00,-0.2504349328520491,-0.2198742960216032
2021-05-01 17:20:00,-0.1228137363808018,-0.1151690362195291
2021-05-01 17:25:00,-0.1814198062321927,-0.182390690465868
2021-05-01 17:30:00,-0.2027169182099094,-0.2057196016868398
2021-05-01 17:35:00,-0.205890113263104,-0.2062879909400431
2021-05-01 17:40:00,-0.2825956751893451,-0.2634709219308343
2021-05-01 17:45:00,-0.2135316988701452,-0.2240644797258279
2021-05-01 17:50:00,-0.1876929217895667,-0.1850788639523012
2021-05-01 17:55:00,-0.2421013098376402,-0.2510915455889654
2021-05-01 18:00:00,-0.3891036245234607,-0.376649904647652
2021-05-01 18:05:00,-0.4658207204064913,-0.44568056251592
2021-05-01 18:10:00,-0.2721689782516723,-0.2780940310073015
2021-05-01 18:15:00,-0.3527302740858256,-0.364168478528884
2021-05-01 18:20:00,-0.3894102920804511,-0.3977896845602254
2021-05-01 18:25:00,-0.2311501571000702,-0.2486058775135712
2021-05-01 18:30:00,-0.2942280098455399,-0.3181730403307506
2021-05-01 18:35:00,-0.3427649354197313,-0.3480283215333793
2021-05-01 18:40:00,-0.3056208452813416,-0.3138787898963665
2021-05-01 18:45:00,-0.3658145303613995,-0.374815213897366
2021-05-01 18:50:00,-0.2723006010526815,-0.2866916265326177
2021-05-01 18:55:00,-0.3785398770404073,-0.3801136902802705
2021-05-01 19:00:00,-0.1550850690096674,-0.1921777608123444
2021-05-01 19:05:00,-0.3184377851466186,-0.3223075410067532
2021-05-01 19:10:00,-0.3931506864204687,-0.3799796073162748
2021-05-01 19:15:00,-0.302807916760806,-0.3071074472796932
2021-05-01 19:20:00,-0.3188631846117358,-0.3212981852694861
2021-05-01 19:25:00,-0.2843590136420398,-0.2811256584730609
2021-05-01 19:30:00,-0.329380117799585,-0.3325144454239558
2021-05-01 19:35:00,-0.3145237029867126,-0.3253528970245748
2021-05-01 19:40:00,-0.2735693362995222,-0.2754296071726708
2021-05-01 19:45:00,-0.3119149933481551,-0.3196899288078635
2021-05-01 19:50:00,-0.3842580057357942,-0.3700384971439258
2021-05-01 19:55:00,-0.2904482643588288,-0.2829376475498316
2021-05-01 20:00:00,-0.1724748835079425,-0.1913536616590387
2021-05-01 20:05:00,-0.1846072491143627,-0.1940745577159101
2021-05-01 20:10:00,-0.1642233551271528,-0.1830792714719133
2021-05-01 20:15:00,-0.2092118928184688,-0.2014094622474
2021-05-01 20:20:00,-0.2877520323422807,-0.2711095582433837
2021-05-01 20:25:00,-0.22648433234471,-0.2254813078223515
2021-05-01 20:30:00,-0.3070680176243958,-0.2940205569100863
2021-05-01 20:35:00,-0.2417030490943806,-0.2381281776912397
2021-05-01 20:40:00,-0.0586001281255935,-0.0777752140667213
2021-05-01 20:45:00,-0.2340723189760825,-0.218404785554244
2021-05-01 20:50:00,-0.2045935608263593,-0.1800600741108861
2021-05-01 20:55:00,0.0244375760780616,0.0144003498197638
2021-05-01 21:00:00,0.0462849256414402,0.0351458343252465
2021-05-01 21:05:00,0.0382335453343499,0.030197553874584
2021-05-01 21:10:00,0.0284968503999055,0.0293125304683575
2021-05-01 21:15:00,0.1219069740975184,0.1011008893985353
2021-05-01 21:20:00,0.0197059399221968,0.0311058788147396
2021-05-01 21:25:00,0.0660968710655021,0.0703281535857035
2021-05-01 21:30:00,0.0881063744919795,0.1042255983881522
2021-05-01 21:35:00,0.0296441398664336,0.0361846493348683
2021-05-01 21:40:00,0.1530316957279023,0.1680580838566901
2021-05-01 21:45:00,0.229974721470397,0.2266617187435121
2021-05-01 21:50:00,0.2155837357373818,0.2136406327514895
2021-05-01 21:55:00,0.2339301901811357,0.2404811651992394
2021-05-01 22:00:00,0.2580361598711093,0.2611810406012272
2021-05-01 22:05:00,0.1388761384070014,0.1492468933510598
2021-05-01 22:10:00,0.3113902085750168,0.3156123688328852
2021-05-01 22:15:00,0.1738959450919909,0.1415602829328553
2021-05-01 22:20:00,0.2769979848329832,0.2895781995613878
2021-05-01 22:25:00,0.2429795969845375,0.2350559185176143
2021-05-01 22:30:00,0.2457375695933116,0.2289161305658898
2021-05-01 22:35:00,0.2826611576166086,0.2732581255365266
2021-05-01 22:40:00,0.3091777242755796,0.291866137842303
2021-05-01 22:45:00,0.2285791126988722,0.2079820265861916
2021-05-01 22:50:00,0.3319857845927156,0.328642119040237
2021-05-01 22:55:00,0.1984381697358247,0.1948696894611975
2021-05-01 23:00:00,0.1846455928197686,0.1718818246430918
2021-05-01 23:05:00,0.5176736688184349,0.4674928596239714
2021-05-01 23:10:00,0.3132227507684482,0.269353590792034
2021-05-01 23:15:00,0.3013875541663683,0.3022247168070725
2021-05-01 23:20:00,0.2249275976729381,0.2072772467066078
2021-05-01 23:25:00,0.1776940092159558,0.1702274355563394
2021-05-01 23:30:00,0.0025753002176614,0.0043960897455098
2021-05-01 23:35:00,0.1922213670263052,0.1811940195927353
2021-05-01 23:40:00,0.1023345278938494,0.0739547699003514
2021-05-01 23:45:00,0.123487804645721,0.1054962819848105
2021-05-01 23:50:00,0.1222875946715706,0.0950250838890814
2021-05-01 23:55:00,-0.0381538150781112,-0.0544135808467582
2021-05-02 00:00:00,-0.0209940012475789,-0.0179410233625413
2021-05-02 00:05:00,0.0146058956171157,0.0023046911689424
2021-05-02 00:10:00,-0.1404756165656989,-0.1513971925931538
2021-05-02 00:15:00,-0.2567711459377418,-0.251486177019674
2021-05-02 00:20:00,-0.0962347506615585,-0.0803578115400137
2021-05-02 00:25:00,-0.1773110037429589,-0.174910918974606
2021-05-02 00:30:00,-0.1055996451065544,-0.1130945652865899
2021-05-02 00:35:00,-0.2238057404973693,-0.2373937140260432
2021-05-02 00:40:00,-0.0855773745880965,-0.0974716932659044
2021-05-02 00:45:00,-0.3209745771722536,-0.3342177317777578
2021-05-02 00:50:00,-0.3777440340219344,-0.3566651425637724
2021-05-02 00:55:00,-0.1865103519846237,-0.220906669126523
2021-05-02 01:00:00,-0.2325613706366631,-0.2844172917523929
2021-05-02 01:05:00,-0.3546991883565913,-0.3751091374333578
2021-05-02 01:10:00,-0.5287011389504472,-0.4855765905167596
2021-05-02 01:15:00,-0.6054480874275211,-0.5568175600728887
2021-05-02 01:20:00,-0.572693685549591,-0.5703180280464176
2021-05-02 01:25:00,-0.5072554424705604,-0.5152702269140855
2021-05-02 01:30:00,-0.4868070940189389,-0.5164399134112637
2021-05-02 01:35:00,-0.6302101357184011,-0.6125766455506915
2021-05-02 01:40:00,-0.465585291994377,-0.5231418592517253
2021-05-02 01:45:00,-0.5727588184820491,-0.6090178185493779
2021-05-02 01:50:00,-0.600896923772009,-0.5876469540609174
2021-05-02 01:55:00,-0.614285812200434,-0.6358459778305724
2021-05-02 02:00:00,-0.7590898904157924,-0.74178565478451
2021-05-02 02:05:00,-0.7087923402610922,-0.6995444568040649
2021-05-02 02:10:00,-0.6151997086589872,-0.6328032351200955
2021-05-02 02:15:00,-0.6126242439547052,-0.6620611979097953
2021-05-02 02:20:00,-0.7728451515892945,-0.7833848503603941
2021-05-02 02:25:00,-0.721366388565744,-0.7284081593246038
2021-05-02 02:30:00,-0.7211832021932055,-0.7397761965797282
2021-05-02 02:35:00,-0.8248368364559526,-0.7747474302703404
2021-05-02 02:40:00,-0.8079233065262776,-0.8049683059301197
2021-05-02 02:45:00,-0.8859050668478703,-0.88537773038644
2021-05-02 02:50:00,-0.8697568488745784,-0.8683956419893685
2021-05-02 02:55:00,-0.9201358151948514,-0.9104125536844686
2021-05-02 03:00:00,-0.8599991214306943,-0.8610628460499493
2021-05-02 03:05:00,-0.9308108314375207,-0.927890907220276
2021-05-02 03:10:00,-0.9034468581885478,-0.9050383376718992
2021-05-02 03:15:00,-0.885403678961552,-0.8914933816952862
2021-05-02 03:20:00,-0.8944327317235606,-0.9116804813596128
2021-05-02 03:25:00,-0.7606876826651561,-0.7943027381759885
2021-05-02 03:30:00,-0.9152203141984016,-0.9173387173648871
2021-05-02 03:35:00,-0.9647532308647654,-0.9651477738382848
2021-05-02 03:40:00,-0.9267312030742838,-0.934569222479072
2021-05-02 03:45:00,-0.9380202328989804,-0.9484290274352272
2021-05-02 03:50:00,-1.0416908288628886,-1.0310313641910536
2021-05-02 03:55:00,-0.9957232617805613,-0.9862139789595996
2021-05-02 04:00:00,-0.9452099587870934,-0.9488072553406848
2021-05-02 04:05:00,-1.0116923641895932,-1.0233254957259443
2021-05-02 04:10:00,-0.9678877532393132,-0.9690739972869006
2021-05-02 04:15:00,-1.0134468825576843,-1.0225881613717458
2021-05-02 04:20:00,-0.9789861335429604,-0.97840592802851
2021-05-02 04:25:00,-1.031485312508355,-1.0388017503776747
2021-05-02 04:30:00,-1.0701009998394706,-1.0607681841341356
2021-05-02 04:35:00,-0.986232850746974,-0.9905580261273054
2021-05-02 04:40:00,-1.0215756082220686,-1.0225711541409648
2021-05-02 04:45:00,-1.02570205088051,-1.0298532941172336
2021-05-02 04:50:00,-1.0344624302961287,-1.036640979346944
2021-05-02 04:55:00,-1.050445780534136,-1.048250168064501
2021-05-02 05:00:00,-1.065521340526008,-1.0655493587867706
2021-05-02 05:05:00,-1.0785370715288916,-1.075469098522549
2021-05-02 05:10:00,-1.087098659806904,-1.0842899605605136
2021-05-02 05:15:00,-1.082236757786123,-1.0840624195380453
2021-05-02 05:20:00,-1.0379260096731993,-1.0381389448312486
2021-05-02 05:25:00,-1.0776665970253103,-1.083630565292938
2021-05-02 05:30:00,-1.057764415351072,-1.0551943983603589
2021-05-02 05:35:00,-1.07002297601413,-1.0748728351582624
2021-05-02 05:40:00,-1.0112201504292715,-1.0202931198978742
2021-05-02 05:45:00,-1.1019591454280548,-1.1010710061041802
2021-05-02 05:50:00,-1.1081494878837632,-1.101843542597012
2021-05-02 05:55:00,-1.0716635117504192,-1.0743830984220633
2021-05-02 06:00:00,-1.090422474766408,-1.092896482379106
2021-05-02 06:05:00,-1.0838298007591614,-1.085666750002079
2021-05-02 06:10:00,-1.0617348103588329,-1.0657857968554392
2021-05-02 06:15:00,-1.0921749577303597,-1.0983011429737557
2021-05-02 06:20:00,-1.1075402235780611,-1.1088286533807288
2021-05-02 06:25:00,-1.0910765179631752,-1.0890393591772092
2021-05-02 06:30:00,-1.106147328678722,-1.108529839784128
2021-05-02 06:35:00,-1.1005961031227591,-1.1002574362183306
2021-05-02 06:40:00,-1.1192783992495003,-1.1177968012189603
2021-05-02 06:45:00,-1.1107161325034416,-1.1078856702015991
2021-05-02 06:50:00,-1.0031836964192031,-0.9936451759300008
2021-05-02 06:55:00,-1.104955260321129,-1.103410116464661
2021-05-02 07:00:00,-1.084971662481318,-1.083270244352266
2021-05-02 07:05:00,-1.0952585950014244,-1.0972455382553246
2021-05-02 07:10:00,-1.116988569592769,-1.11724541757309
2021-05-02 07:15:00,-1.1205729162821056,-1.1201288116020034
2021-05-02 07:20:00,-1.0803655429140444,-1.0781644576646296
2021-05-02 07:25:00,-1.1172857385971091,-1.1120732684985934
2021-05-02 07:30:00,-1.0884786638133606,-1.0870655239642155
2021-05-02 07:35:00,-1.0974425836429111,-1.0993638872724345
2021-05-02 07:40:00,-1.1106374302100546,-1.109106794534514
2021-05-02 07:45:00,-1.125671603651094,-1.1233413413202151
2021-05-02 07:50:00,-1.1165523146389087,-1.1104235896837646
2021-05-02 07:55:00,-1.1259300999767872,-1.1260671405971745
2021-05-02 08:00:00,-1.1094229724069289,-1.1050611409355635
2021-05-02 08:05:00,-1.1029429240953912,-1.0995413111978134
2021-05-02 08:10:00,-1.112075782468505,-1.1131867428458146
2021-05-02 08:15:00,-1.1049294785353645,-1.1061284174030015
2021-05-02 08:20:00,-1.096847567166184,-1.0979026448085871
2021-05-02 08:25:00,-1.1124740432117646,-1.112884193417872
2021-05-02 08:30:00,-1.094679861757812,-1.09565676726294
2021-05-02 08:35:00,-1.0995953627542616,-1.1037179557870924
2021-05-02 08:40:00,-1.109188222462861,-1.1122053582140008
2021-05-02 08:45:00,-1.1003477838177624,-1.0999355976110248
2021-05-02 08:50:00,-1.081581357653263,-1.086318999828168
2021-05-02 08:55:00,-1.0967200151734535,-1.101259893725287
2021-05-02 09:00:00,-1.0860572113556202,-1.0892826291465691
2021-05-02 09:05:00,-1.090134804314718,-1.0954974689639725
2021-05-02 09:10:00,-1.0816193518638637,-1.084747812413357
2021-05-02 09:15:00,-1.0963312529828442,-1.0991741245880486
2021-05-02 09:20:00,-1.1049186230466213,-1.1040945782361316
2021-05-02 09:25:00,-1.0973129962460413,-1.0945960237616557
2021-05-02 09:30:00,-1.1084934711833077,-1.1072151033761797
2021-05-02 09:35:00,-1.0920412995252111,-1.0906475341990385
2021-05-02 09:40:00,-1.0992595210712746,-1.100713957151188
2021-05-02 09:45:00,-1.0992629134115066,-1.0953650852816874
2021-05-02 09:50:00,-1.1038927793604056,-1.1011044834659198
2021-05-02 09:55:00,-1.0897019417010898,-1.0862730607180449
2021-05-02 10:00:00,-1.0699402029124645,-1.0724078424821666
2021-05-02 10:05:00,-1.0768938219204167,-1.080228655749411
2021-05-02 10:10:00,-1.0596105269054323,-1.064295367235277
2021-05-02 10:15:00,-1.075310955968075,-1.0779455341301538
2021-05-02 10:20:00,-1.0676368038948043,-1.066624719916322
2021-05-02 10:25:00,-1.0433184737062955,-1.0443737215876492
2021-05-02 10:30:00,-1.0685873376278654,-1.0659978854794785
2021-05-02 10:35:00,-1.0772323774755896,-1.0719750481560506
2021-05-02 10:40:00,-1.0629268787164257,-1.0603247365791642
2021-05-02 10:45:00,-1.042506347454708,-1.0388603181630198
2021-05-02 10:50:00,-1.0453077420184542,-1.0356486872090638
2021-05-02 10:55:00,-0.9983333283552116,-0.9954328942788516
2021-05-02 11:00:00,-0.989976637427224,-0.9940611915947694
2021-05-02 11:05:00,-0.9786570765404377,-0.9829171225304116
2021-05-02 11:10:00,-0.9380568701734882,-0.9403039656847932
2021-05-02 11:15:00,-0.9703119195692392,-0.962954844552146
2021-05-02 11:20:00,-0.968360645467681,-0.9638898422347802
2021-05-02 11:25:00,-0.8878576978855215,-0.8892277344464811
2021-05-02 11:30:00,-0.8721654104394364,-0.8817826138550254
2021-05-02 11:35:00,-0.8938539984799483,-0.8902378764399282
2021-05-02 11:40:00,-0.8134107560858754,-0.8096425227620921
2021-05-02 11:45:00,-0.8217077418257765,-0.8255666143052759
2021-05-02 11:50:00,-0.7906196574699004,-0.7840871597912292
2021-05-02 11:55:00,-0.8245864817468167,-0.8310909971754109
2021-05-02 12:00:00,-0.6897416359851346,-0.683444171792703
2021-05-02 12:05:00,-0.7346372235540886,-0.7279495465066385
